RowNumber,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Surname_encoded,Generation,GeoGender,HasBalance,Active__Prod,Gen_Prod,Gen_Geo
7449,691,Spain,Male,36.0,7,129934.64,1,0.0,0.0,75664.56,1,984,10.0,SpainMale,Y,0.0,10.0,15
7450,698,France,Female,37.0,2,166178.02,2,1.0,1.0,71972.95,0,2913,10.0,FranceFemale,Y,2.0,20.0,1
7451,712,Spain,Female,39.0,5,163097.55,2,1.0,1.0,23702.42,0,1236,10.0,SpainFemale,Y,2.0,20.0,15
7452,659,France,Male,20.0,8,0.0,2,0.0,0.0,112572.02,0,49,0.0,FranceMale,N,0.0,0.0,0
7453,573,Spain,Male,44.0,8,0.0,2,0.0,0.0,62424.46,0,1885,20.0,SpainMale,N,0.0,40.0,16
7454,778,Germany,Female,35.0,1,151958.19,3,1.0,1.0,131238.37,1,2856,10.0,GermanyFemale,Y,3.0,30.0,8
7455,732,France,Male,46.0,0,0.0,2,1.0,1.0,184350.78,0,392,20.0,FranceMale,N,2.0,40.0,2
7456,550,Germany,Male,33.0,4,118400.91,1,0.0,1.0,13999.64,1,1334,10.0,GermanyMale,Y,1.0,10.0,8
7457,790,Spain,Male,20.0,8,0.0,2,1.0,0.0,168152.76,0,1608,0.0,SpainMale,N,0.0,0.0,14
7458,665,Germany,Female,43.0,2,116322.27,4,1.0,0.0,35640.12,1,954,20.0,GermanyFemale,Y,0.0,80.0,9
7459,728,Spain,Female,43.0,5,0.0,1,1.0,1.0,120088.17,0,1069,20.0,SpainFemale,N,1.0,20.0,16
7460,645,Spain,Female,29.0,4,0.0,2,1.0,1.0,74346.11,0,2241,0.0,SpainFemale,N,2.0,0.0,14
7461,647,Germany,Male,30.0,6,143138.91,2,1.0,0.0,2955.46,0,2125,10.0,GermanyMale,Y,0.0,20.0,8
7462,596,Spain,Male,32.0,4,0.0,2,0.0,1.0,146504.35,0,984,10.0,SpainMale,N,2.0,20.0,15
7463,610,France,Male,40.0,9,0.0,1,1.0,1.0,149602.54,0,1689,20.0,FranceMale,N,1.0,20.0,2
7464,512,France,Male,36.0,0,129804.17,1,1.0,0.0,53020.9,0,1847,10.0,FranceMale,Y,0.0,10.0,1
7465,768,Germany,Male,37.0,9,108308.11,1,1.0,0.0,41788.25,1,1531,10.0,GermanyMale,Y,0.0,10.0,8
7466,666,Germany,Male,30.0,3,110153.27,1,0.0,1.0,74849.46,0,1488,10.0,GermanyMale,Y,1.0,10.0,8
7467,700,Germany,Female,30.0,4,116377.48,1,1.0,1.0,134417.31,0,328,10.0,GermanyFemale,Y,1.0,10.0,8
7468,651,Germany,Female,37.0,10,117791.06,2,1.0,1.0,75837.58,0,89,10.0,GermanyFemale,Y,2.0,20.0,8
7469,542,Spain,Female,26.0,2,0.0,2,1.0,1.0,54869.54,0,1807,0.0,SpainFemale,N,2.0,0.0,14
7470,686,France,Female,35.0,8,105419.73,1,1.0,0.0,35356.46,0,145,10.0,FranceFemale,Y,0.0,10.0,1
7471,850,Germany,Female,47.0,4,99219.47,2,1.0,1.0,122141.13,0,18,20.0,GermanyFemale,Y,2.0,40.0,9
7472,658,Germany,Female,55.0,8,119327.93,1,0.0,1.0,119439.66,0,467,30.0,GermanyFemale,Y,1.0,30.0,10
7473,448,France,Female,36.0,6,83947.12,2,1.0,0.0,81999.53,0,2883,10.0,FranceFemale,Y,0.0,20.0,1
7474,609,Spain,Male,32.0,4,99883.16,1,1.0,1.0,120594.85,0,2601,10.0,SpainMale,Y,1.0,10.0,15
7475,704,France,Male,50.0,4,165438.26,1,1.0,0.0,120770.75,1,1608,30.0,FranceMale,Y,0.0,30.0,3
7476,698,France,Male,31.0,1,156111.24,1,0.0,0.0,134790.74,0,1476,10.0,FranceMale,Y,0.0,10.0,1
7477,759,France,Male,44.0,2,111095.58,2,1.0,0.0,100137.7,0,183,20.0,FranceMale,Y,0.0,40.0,2
7478,677,France,Female,56.0,0,119963.45,1,0.0,0.0,158325.87,1,2373,30.0,FranceFemale,Y,0.0,30.0,3
7479,544,Spain,Male,22.0,4,0.0,2,1.0,0.0,70007.67,0,545,0.0,SpainMale,N,0.0,0.0,14
7480,567,Spain,Male,35.0,8,153137.74,1,1.0,0.0,88659.07,0,1774,10.0,SpainMale,Y,0.0,10.0,15
7481,490,Spain,Male,40.0,6,156111.08,1,0.0,0.0,190889.13,0,1027,20.0,SpainMale,Y,0.0,20.0,16
7482,626,France,Male,34.0,7,113014.7,2,1.0,1.0,56646.28,0,591,10.0,FranceMale,Y,2.0,20.0,1
7483,718,Germany,Male,43.0,5,132615.73,2,1.0,0.0,32999.1,0,449,20.0,GermanyMale,Y,0.0,40.0,9
7484,616,France,Male,44.0,5,102016.38,1,0.0,1.0,178235.37,1,459,20.0,FranceMale,Y,1.0,20.0,2
7485,772,France,Female,35.0,9,0.0,1,0.0,1.0,25448.31,0,2856,10.0,FranceFemale,N,1.0,10.0,1
7486,561,France,Male,32.0,5,0.0,2,1.0,0.0,84871.99,0,576,10.0,FranceMale,N,0.0,20.0,1
7487,814,France,Male,49.0,8,0.0,2,0.0,0.0,157822.54,0,2824,20.0,FranceMale,N,0.0,40.0,2
7488,651,France,Female,56.0,4,0.0,1,0.0,0.0,84383.22,1,1747,30.0,FranceFemale,N,0.0,30.0,3
7489,538,Germany,Female,42.0,4,80380.24,1,1.0,0.0,119216.46,0,548,20.0,GermanyFemale,Y,0.0,20.0,9
7490,600,France,Female,26.0,6,108909.12,1,1.0,0.0,82547.01,0,2389,0.0,FranceFemale,Y,0.0,0.0,0
7491,654,France,Female,35.0,2,90865.8,1,1.0,1.0,86764.46,0,212,10.0,FranceFemale,Y,1.0,10.0,1
7492,622,France,Male,40.0,4,99799.76,2,1.0,0.0,197372.13,0,2031,20.0,FranceMale,Y,0.0,40.0,2
7493,682,France,Male,28.0,10,200724.96,1,0.0,1.0,82872.64,1,1895,0.0,FranceMale,Y,1.0,0.0,0
7494,610,Spain,Female,37.0,10,140363.95,2,1.0,1.0,129563.86,0,2371,10.0,SpainFemale,Y,2.0,20.0,15
7495,795,France,Female,36.0,1,151844.64,1,1.0,1.0,135388.89,0,1122,10.0,FranceFemale,Y,1.0,10.0,1
7496,557,France,Female,27.0,2,0.0,2,0.0,1.0,4497.55,0,2552,0.0,FranceFemale,N,2.0,0.0,0
7497,824,Germany,Male,49.0,8,133231.48,1,1.0,1.0,67885.37,0,60,20.0,GermanyMale,Y,1.0,20.0,9
7498,698,France,Male,27.0,7,0.0,2,1.0,0.0,111471.55,0,909,0.0,FranceMale,N,0.0,0.0,0
7499,630,France,Female,36.0,8,126598.99,2,1.0,1.0,134407.93,0,1843,10.0,FranceFemale,Y,2.0,20.0,1
7500,609,Germany,Female,71.0,6,113317.1,1,1.0,0.0,108258.22,1,2386,,GermanyFemale,Y,0.0,,13
7501,694,France,Male,47.0,4,0.0,2,1.0,0.0,197528.62,0,2824,20.0,FranceMale,N,0.0,40.0,2
7502,681,France,Female,58.0,8,93173.88,1,1.0,1.0,139761.25,0,143,30.0,FranceFemale,Y,1.0,30.0,3
7503,721,Spain,Female,32.0,10,0.0,1,1.0,0.0,136119.96,1,2805,10.0,SpainFemale,N,0.0,10.0,15
7504,563,Germany,Male,44.0,7,105007.31,2,1.0,1.0,197812.16,0,2593,20.0,GermanyMale,Y,2.0,40.0,9
7505,654,Spain,Female,32.0,2,0.0,1,1.0,1.0,51972.92,1,2012,10.0,SpainFemale,N,1.0,10.0,15
7506,659,Spain,Male,27.0,4,0.0,2,1.0,0.0,99341.87,0,1941,0.0,SpainMale,N,0.0,0.0,14
7507,674,Germany,Female,44.0,4,131593.85,1,0.0,1.0,171345.02,1,2019,20.0,GermanyFemale,Y,1.0,20.0,9
7508,576,Germany,Male,44.0,9,119530.52,1,1.0,0.0,119056.68,1,1593,20.0,GermanyMale,Y,0.0,20.0,9
7509,566,Germany,Male,54.0,4,118614.6,2,1.0,1.0,172601.62,0,2017,30.0,GermanyMale,Y,2.0,60.0,10
7510,545,Germany,Male,37.0,9,95829.13,2,0.0,1.0,104936.88,0,80,10.0,GermanyMale,Y,2.0,20.0,8
7511,798,France,Male,36.0,1,0.0,2,1.0,1.0,159044.1,0,1460,10.0,FranceMale,N,2.0,20.0,1
7512,757,France,Male,38.0,0,0.0,1,1.0,0.0,83263.06,0,1464,10.0,FranceMale,N,0.0,10.0,1
7513,641,France,Male,50.0,6,153590.73,2,1.0,1.0,130910.78,0,1605,30.0,FranceMale,Y,2.0,60.0,3
7514,718,France,Male,29.0,2,0.0,1,1.0,0.0,126336.72,0,2646,0.0,FranceMale,N,0.0,0.0,0
7515,699,France,Male,64.0,9,113109.52,1,1.0,0.0,27980.8,1,2049,40.0,FranceMale,Y,0.0,40.0,4
7516,623,France,Female,35.0,0,130557.24,1,1.0,1.0,47880.71,0,2731,10.0,FranceFemale,Y,1.0,10.0,1
7517,644,France,Male,40.0,8,93183.19,1,1.0,0.0,73882.49,0,2429,20.0,FranceMale,Y,0.0,20.0,2
7518,586,France,Male,58.0,7,151933.63,1,1.0,0.0,162960.05,1,1746,30.0,FranceMale,Y,0.0,30.0,3
7519,500,Germany,Male,30.0,2,125495.64,2,1.0,1.0,68807.47,0,1952,10.0,GermanyMale,Y,2.0,20.0,8
7520,583,France,Female,42.0,7,0.0,2,1.0,0.0,144039.05,0,422,20.0,FranceFemale,N,0.0,40.0,2
7521,595,Germany,Female,26.0,8,118547.72,1,1.0,1.0,151192.18,0,230,0.0,GermanyFemale,Y,1.0,0.0,7
7522,670,Spain,Male,43.0,1,97792.21,1,0.0,0.0,120225.62,0,66,20.0,SpainMale,Y,0.0,20.0,16
7523,610,France,Male,41.0,6,0.0,3,0.0,0.0,56118.81,1,2517,20.0,FranceMale,N,0.0,60.0,2
7524,814,Spain,Female,72.0,2,0.0,2,0.0,1.0,130853.03,0,2329,,SpainFemale,N,2.0,,20
7525,660,France,Female,40.0,8,167181.01,1,1.0,1.0,185156.94,0,1183,20.0,FranceFemale,Y,1.0,20.0,2
7526,580,Germany,Male,35.0,9,121355.19,1,0.0,1.0,35671.45,0,2775,10.0,GermanyMale,Y,1.0,10.0,8
7527,850,France,Female,81.0,1,0.0,2,1.0,1.0,59568.24,0,2152,50.0,FranceFemale,N,2.0,100.0,5
7528,676,Spain,Male,35.0,0,0.0,2,0.0,0.0,139911.58,0,2549,10.0,SpainMale,N,0.0,20.0,15
7529,578,France,Male,46.0,5,113226.47,1,1.0,0.0,56770.76,0,1120,20.0,FranceMale,Y,0.0,20.0,2
7530,579,France,Female,33.0,1,118392.75,1,1.0,1.0,157564.75,0,2298,10.0,FranceFemale,Y,1.0,10.0,1
7531,711,Germany,Female,52.0,8,145262.54,1,0.0,1.0,131473.31,0,2831,30.0,GermanyFemale,Y,1.0,30.0,10
7532,692,France,Male,40.0,6,163505.16,1,0.0,0.0,90424.09,0,1379,20.0,FranceMale,Y,0.0,20.0,2
7533,760,Spain,Female,33.0,1,118114.28,2,0.0,1.0,156660.21,0,183,10.0,SpainFemale,Y,2.0,20.0,15
7534,630,Germany,Female,51.0,0,108449.23,3,0.0,0.0,88372.69,1,777,30.0,GermanyFemale,Y,0.0,90.0,10
7535,808,France,Male,32.0,1,0.0,2,1.0,1.0,46200.71,0,2031,10.0,FranceMale,N,2.0,20.0,1
7536,611,Germany,Female,36.0,10,103294.56,1,1.0,0.0,160548.12,0,671,10.0,GermanyFemale,Y,0.0,10.0,8
7537,697,France,Female,42.0,1,0.0,1,1.0,0.0,1262.83,1,686,20.0,FranceFemale,N,0.0,20.0,2
7538,655,France,Female,38.0,6,0.0,1,1.0,1.0,188639.28,0,1183,10.0,FranceFemale,N,1.0,10.0,1
7539,601,Spain,Male,28.0,6,0.0,2,1.0,0.0,14665.28,0,2712,0.0,SpainMale,N,0.0,0.0,14
7540,755,France,Male,42.0,2,119919.12,1,1.0,0.0,156868.21,0,2473,20.0,FranceMale,Y,0.0,20.0,2
7541,553,France,Male,37.0,1,0.0,1,1.0,0.0,30461.55,0,2551,10.0,FranceMale,N,0.0,10.0,1
7542,723,France,Male,28.0,4,0.0,2,1.0,1.0,123885.88,0,2803,0.0,FranceMale,N,2.0,0.0,0
7543,507,Spain,Female,34.0,4,0.0,2,1.0,1.0,60688.38,0,2762,10.0,SpainFemale,N,2.0,20.0,15
7544,777,France,Male,43.0,1,0.0,2,1.0,0.0,21785.91,0,673,20.0,FranceMale,N,0.0,40.0,2
7545,566,France,Male,34.0,3,0.0,1,0.0,0.0,188135.69,0,1952,10.0,FranceMale,N,0.0,10.0,1
7546,732,France,Male,26.0,7,0.0,2,1.0,0.0,154364.66,0,2791,0.0,FranceMale,N,0.0,0.0,0
7547,697,France,Female,42.0,10,0.0,2,1.0,0.0,61312.15,0,2491,20.0,FranceFemale,N,0.0,40.0,2
7548,555,France,Male,29.0,4,128744.04,1,1.0,1.0,47454.93,0,83,0.0,FranceMale,Y,1.0,0.0,0
7549,584,Germany,Female,62.0,9,137727.34,2,0.0,1.0,121102.9,0,469,40.0,GermanyFemale,Y,2.0,80.0,11
7550,705,Germany,Female,44.0,10,106731.58,1,1.0,0.0,137419.87,1,2595,20.0,GermanyFemale,Y,0.0,20.0,9
7551,688,France,Female,38.0,7,123544.21,1,1.0,1.0,157664.02,0,410,10.0,FranceFemale,Y,1.0,10.0,1
7552,626,France,Female,37.0,2,133968.96,2,1.0,0.0,148689.65,0,2873,10.0,FranceFemale,Y,0.0,20.0,1
7553,636,Spain,Male,76.0,9,126534.6,1,1.0,1.0,39789.62,0,1621,,SpainMale,Y,1.0,,20
7554,719,Spain,Female,35.0,8,0.0,1,1.0,1.0,165162.4,0,259,10.0,SpainFemale,N,1.0,10.0,15
7555,706,Spain,Male,30.0,6,87609.68,2,0.0,0.0,137674.55,1,1999,10.0,SpainMale,Y,0.0,20.0,15
7556,731,Spain,Male,41.0,3,0.0,2,1.0,0.0,101371.72,0,1407,20.0,SpainMale,N,0.0,40.0,16
7557,738,Spain,Male,49.0,3,0.0,3,1.0,1.0,65066.48,1,1808,20.0,SpainMale,N,3.0,60.0,16
7558,426,France,Male,34.0,9,0.0,2,1.0,0.0,107876.91,0,515,10.0,FranceMale,N,0.0,20.0,1
7559,622,Spain,Female,36.0,0,108960.0,2,1.0,0.0,111180.3,1,628,10.0,SpainFemale,Y,0.0,20.0,15
7560,701,Spain,Female,30.0,2,0.0,2,1.0,0.0,115650.63,0,2754,10.0,SpainFemale,N,0.0,20.0,15
7561,512,France,Male,51.0,6,144953.31,1,1.0,1.0,165035.17,0,2210,30.0,FranceMale,Y,1.0,30.0,3
7562,635,France,Male,41.0,4,103544.88,2,1.0,0.0,193746.55,0,2900,20.0,FranceMale,Y,0.0,40.0,2
7563,685,France,Male,33.0,6,0.0,1,1.0,0.0,58458.26,0,1876,10.0,FranceMale,N,0.0,10.0,1
7564,609,France,Male,53.0,7,0.0,2,0.0,1.0,52332.85,0,1224,30.0,FranceMale,N,2.0,60.0,3
7565,598,Germany,Male,38.0,1,101487.18,1,1.0,1.0,75959.1,1,1750,10.0,GermanyMale,Y,1.0,10.0,8
7566,708,France,Male,52.0,10,105355.81,1,1.0,0.0,123.07,1,570,30.0,FranceMale,Y,0.0,30.0,3
7567,574,Spain,Male,36.0,4,77967.5,1,1.0,0.0,167066.95,1,2026,10.0,SpainMale,Y,0.0,10.0,15
7568,629,France,Male,44.0,5,0.0,4,0.0,0.0,117572.59,1,478,20.0,FranceMale,N,0.0,80.0,2
7569,422,Spain,Female,54.0,4,0.0,2,1.0,1.0,7166.71,0,847,30.0,SpainFemale,N,2.0,60.0,17
7570,656,Spain,Male,28.0,8,120047.77,1,1.0,1.0,137173.39,0,2061,0.0,SpainMale,Y,1.0,0.0,14
7571,697,France,Male,32.0,7,175464.85,3,1.0,0.0,116442.42,1,1118,10.0,FranceMale,Y,0.0,30.0,1
7572,718,France,Male,52.0,8,79475.3,3,1.0,1.0,32421.32,1,286,30.0,FranceMale,Y,3.0,90.0,3
7573,586,Germany,Male,37.0,8,167735.69,2,0.0,1.0,104665.79,0,1520,10.0,GermanyMale,Y,2.0,20.0,8
7574,481,Spain,Female,37.0,8,0.0,2,1.0,0.0,44215.86,0,54,10.0,SpainFemale,N,0.0,20.0,15
7575,749,France,Female,33.0,1,74385.98,1,1.0,0.0,20164.47,0,2522,10.0,FranceFemale,Y,0.0,10.0,1
7576,561,Germany,Male,49.0,5,94754.0,1,1.0,1.0,26691.31,0,1016,20.0,GermanyMale,Y,1.0,20.0,9
7577,676,Spain,Male,27.0,4,0.0,1,0.0,1.0,107955.67,0,1264,0.0,SpainMale,N,1.0,0.0,14
7578,615,Germany,Male,43.0,3,86920.86,1,1.0,1.0,150048.37,0,2125,20.0,GermanyMale,Y,1.0,20.0,9
7579,582,France,Female,39.0,1,132077.48,2,1.0,0.0,192255.15,0,1685,10.0,FranceFemale,Y,0.0,20.0,1
7580,601,France,Male,40.0,10,127847.86,1,0.0,0.0,173245.68,0,2251,20.0,FranceMale,Y,0.0,20.0,2
7581,708,France,Male,34.0,3,0.0,1,0.0,1.0,121457.88,1,2250,10.0,FranceMale,N,1.0,10.0,1
7582,708,Germany,Male,42.0,9,176702.36,2,1.0,1.0,104804.74,0,1107,20.0,GermanyMale,Y,2.0,40.0,9
7583,797,Germany,Female,33.0,10,83555.58,1,0.0,0.0,69767.14,0,2052,10.0,GermanyFemale,Y,0.0,10.0,8
7584,682,France,Male,26.0,8,0.0,2,1.0,0.0,178373.43,0,2007,0.0,FranceMale,N,0.0,0.0,0
7585,694,Spain,Female,39.0,9,0.0,2,0.0,0.0,99924.04,0,1238,10.0,SpainFemale,N,0.0,20.0,15
7586,490,France,Female,40.0,1,0.0,1,1.0,1.0,49594.19,1,2645,20.0,FranceFemale,N,1.0,20.0,2
7587,828,Spain,Male,42.0,10,0.0,1,1.0,1.0,186071.14,0,661,20.0,SpainMale,N,1.0,20.0,16
7588,594,Spain,Female,38.0,7,96858.35,1,1.0,0.0,77511.45,0,2129,10.0,SpainFemale,Y,0.0,10.0,15
7589,579,Spain,Male,33.0,1,0.0,2,1.0,1.0,54816.57,0,1786,10.0,SpainMale,N,2.0,20.0,15
7590,723,France,Female,35.0,0,0.0,2,0.0,1.0,61290.99,0,691,10.0,FranceFemale,N,2.0,20.0,1
7591,619,Germany,Female,42.0,8,132796.04,3,1.0,1.0,191821.35,1,497,20.0,GermanyFemale,Y,3.0,60.0,9
7592,794,Spain,Female,30.0,1,154970.54,1,0.0,1.0,156768.45,0,1615,10.0,SpainFemale,Y,1.0,10.0,15
7593,674,Germany,Male,44.0,3,88902.21,1,1.0,0.0,73731.32,0,737,20.0,GermanyMale,Y,0.0,20.0,9
7594,418,France,Male,28.0,7,98738.92,1,1.0,0.0,122190.22,0,1550,0.0,FranceMale,Y,0.0,0.0,0
7595,502,France,Male,33.0,8,0.0,2,1.0,1.0,123509.01,0,1308,10.0,FranceMale,N,2.0,20.0,1
7596,678,France,Female,50.0,6,0.0,1,1.0,0.0,8199.5,0,2751,30.0,FranceFemale,N,0.0,30.0,3
7597,599,Germany,Male,40.0,10,137456.28,2,1.0,1.0,14113.11,0,1955,20.0,GermanyMale,Y,2.0,40.0,9
7598,736,France,Male,29.0,4,0.0,2,0.0,0.0,51705.01,0,2523,0.0,FranceMale,N,0.0,0.0,0
7599,430,France,Female,60.0,7,73937.02,1,1.0,0.0,161937.62,1,2383,40.0,FranceFemale,Y,0.0,40.0,4
7600,537,France,Female,45.0,7,158621.04,1,1.0,0.0,120892.96,1,987,20.0,FranceFemale,Y,0.0,20.0,2
7601,683,Spain,Male,30.0,1,113257.2,1,1.0,1.0,65035.02,0,1289,10.0,SpainMale,Y,1.0,10.0,15
7602,828,France,Male,31.0,9,0.0,1,0.0,1.0,164257.37,0,1871,10.0,FranceMale,N,1.0,10.0,1
7603,691,France,Female,29.0,9,116536.43,1,1.0,0.0,51987.99,0,967,0.0,FranceFemale,Y,0.0,0.0,0
7604,608,Spain,Female,28.0,4,0.0,2,1.0,0.0,10899.63,1,476,0.0,SpainFemale,N,0.0,0.0,14
7605,691,France,Female,60.0,6,101070.69,1,1.0,0.0,177355.8,1,942,40.0,FranceFemale,Y,0.0,40.0,4
7606,718,Spain,Male,39.0,6,0.0,2,0.0,1.0,63889.1,0,2549,10.0,SpainMale,N,2.0,20.0,15
7607,680,Germany,Female,31.0,3,127331.46,3,1.0,1.0,176433.6,0,2607,10.0,GermanyFemale,Y,3.0,30.0,8
7608,838,Spain,Female,41.0,5,0.0,2,1.0,0.0,81313.51,0,120,20.0,SpainFemale,N,0.0,40.0,16
7609,695,Spain,Female,31.0,5,0.0,2,0.0,1.0,13998.88,0,2701,10.0,SpainFemale,N,2.0,20.0,15
7610,681,France,Male,46.0,0,105969.42,1,1.0,0.0,5771.56,0,2717,20.0,FranceMale,Y,0.0,20.0,2
7611,762,France,Male,36.0,5,119547.46,1,1.0,1.0,42693.65,0,1370,10.0,FranceMale,Y,1.0,10.0,1
7612,751,Spain,Male,38.0,7,0.0,2,0.0,0.0,90839.61,0,2152,10.0,SpainMale,N,0.0,20.0,15
7613,678,Spain,Male,28.0,5,138668.18,1,1.0,1.0,54144.01,0,1224,0.0,SpainMale,Y,1.0,0.0,14
7614,634,France,Female,37.0,7,51582.5,2,1.0,1.0,184312.88,0,2268,10.0,FranceFemale,Y,2.0,20.0,1
7615,749,France,Male,37.0,7,0.0,2,1.0,0.0,20306.79,0,2473,10.0,FranceMale,N,0.0,20.0,1
7616,590,Spain,Male,37.0,6,169902.92,1,1.0,1.0,128256.18,0,2316,10.0,SpainMale,Y,1.0,10.0,15
7617,610,France,Female,27.0,4,87262.4,2,1.0,0.0,182720.07,0,1339,0.0,FranceFemale,Y,0.0,0.0,0
7618,502,France,Male,33.0,7,0.0,2,0.0,1.0,4082.52,0,2221,10.0,FranceMale,N,2.0,20.0,1
7619,578,France,Female,40.0,7,0.0,2,0.0,0.0,102233.73,0,1733,20.0,FranceFemale,N,0.0,40.0,2
7620,547,France,Female,32.0,2,0.0,2,1.0,0.0,132002.83,0,2615,10.0,FranceFemale,N,0.0,20.0,1
7621,579,France,Female,27.0,9,0.0,2,1.0,0.0,126838.7,0,259,0.0,FranceFemale,N,0.0,0.0,0
7622,661,France,Male,39.0,5,0.0,2,0.0,0.0,181461.46,0,929,10.0,FranceMale,N,0.0,20.0,1
7623,794,France,Male,46.0,6,0.0,2,1.0,0.0,195325.74,0,1056,20.0,FranceMale,N,0.0,40.0,2
7624,719,France,Male,61.0,5,0.0,2,0.0,1.0,29132.43,0,60,40.0,FranceMale,N,2.0,80.0,4
7625,728,France,Female,69.0,1,0.0,2,1.0,1.0,131804.86,0,40,40.0,FranceFemale,N,2.0,80.0,4
7626,598,Germany,Male,19.0,3,150348.37,1,1.0,1.0,173784.04,0,2751,0.0,GermanyMale,Y,1.0,0.0,7
7627,822,Germany,Female,46.0,3,115074.02,2,1.0,0.0,26249.86,0,2031,20.0,GermanyFemale,Y,0.0,40.0,9
7628,670,Spain,Female,40.0,3,0.0,1,1.0,1.0,182650.15,0,99,20.0,SpainFemale,N,1.0,20.0,16
7629,850,France,Male,28.0,8,99986.98,1,1.0,0.0,196582.55,0,1570,0.0,FranceMale,Y,0.0,0.0,0
7630,723,Germany,Female,68.0,3,110357.0,1,0.0,0.0,141977.54,1,901,40.0,GermanyFemale,Y,0.0,40.0,11
7631,705,Germany,Male,42.0,8,166685.92,2,1.0,1.0,55313.51,0,256,20.0,GermanyMale,Y,2.0,40.0,9
7632,677,Spain,Male,40.0,7,95312.8,1,1.0,1.0,62944.75,0,1333,20.0,SpainMale,Y,1.0,20.0,16
7633,736,France,Male,43.0,4,202443.47,1,1.0,0.0,72375.03,0,2461,20.0,FranceMale,Y,0.0,20.0,2
7634,661,Germany,Female,47.0,0,109493.62,1,0.0,0.0,188324.01,1,2655,20.0,GermanyFemale,Y,0.0,20.0,9
7635,501,Germany,Male,38.0,9,88977.39,2,0.0,1.0,133403.07,0,2188,10.0,GermanyMale,Y,2.0,20.0,8
7636,516,France,Female,29.0,2,104982.57,1,1.0,0.0,157378.5,0,132,0.0,FranceFemale,Y,0.0,0.0,0
7637,517,Germany,Female,59.0,8,154110.99,2,1.0,0.0,101240.08,1,1724,30.0,GermanyFemale,Y,0.0,60.0,10
7638,766,France,Male,32.0,6,185714.28,1,1.0,1.0,102502.5,0,2456,10.0,FranceMale,Y,1.0,10.0,1
7639,520,Germany,Female,23.0,3,116022.53,2,1.0,1.0,37577.66,0,2523,0.0,GermanyFemale,Y,2.0,0.0,7
7640,541,France,Male,46.0,6,0.0,2,1.0,1.0,83456.67,0,1839,20.0,FranceMale,N,2.0,40.0,2
7641,790,Germany,Female,34.0,2,164011.48,1,1.0,0.0,199420.41,0,509,10.0,GermanyFemale,Y,0.0,10.0,8
7642,797,France,Male,31.0,9,0.0,2,1.0,1.0,24748.89,0,1839,10.0,FranceMale,N,2.0,20.0,1
7643,811,France,Male,40.0,1,101514.89,1,1.0,1.0,121765.0,0,2541,20.0,FranceMale,Y,1.0,20.0,2
7644,722,Spain,Female,32.0,4,0.0,2,1.0,1.0,113666.48,0,2250,10.0,SpainFemale,N,2.0,20.0,15
7645,675,France,Male,28.0,9,0.0,1,1.0,0.0,134110.93,0,1615,0.0,FranceMale,N,0.0,0.0,0
7646,660,Germany,Male,39.0,9,134599.33,2,1.0,0.0,183095.87,0,2592,10.0,GermanyMale,Y,0.0,20.0,8
7647,566,Spain,Male,32.0,10,147511.26,1,1.0,1.0,159891.03,0,944,10.0,SpainMale,Y,1.0,10.0,15
7648,768,France,Male,25.0,0,78396.08,1,1.0,1.0,8316.19,0,2645,0.0,FranceMale,Y,1.0,0.0,0
7649,610,Spain,Female,31.0,5,0.0,2,0.0,0.0,63736.36,0,762,10.0,SpainFemale,N,0.0,20.0,15
7650,715,France,Female,31.0,3,110581.29,1,1.0,1.0,94715.24,0,2857,10.0,FranceFemale,Y,1.0,10.0,1
7651,750,Germany,Male,42.0,8,151836.36,2,1.0,0.0,68695.38,0,1394,20.0,GermanyMale,Y,0.0,40.0,9
7652,431,Germany,Male,45.0,5,83624.55,2,0.0,0.0,36899.62,0,987,20.0,GermanyMale,Y,0.0,40.0,9
7653,704,France,Male,24.0,2,148197.15,2,1.0,0.0,182775.08,0,141,0.0,FranceMale,Y,0.0,0.0,0
7654,535,Spain,Female,30.0,5,122924.75,1,0.0,0.0,62390.59,1,1230,10.0,SpainFemale,Y,0.0,10.0,15
7655,614,France,Female,38.0,4,72594.0,1,1.0,1.0,76042.48,0,1191,10.0,FranceFemale,Y,1.0,10.0,1
7656,748,France,Male,38.0,4,115221.36,1,0.0,1.0,70956.75,0,1804,10.0,FranceMale,Y,1.0,10.0,1
7657,492,Germany,Male,51.0,8,117808.74,2,1.0,1.0,67311.12,0,1314,30.0,GermanyMale,Y,2.0,60.0,10
7658,573,France,Male,40.0,7,147754.68,1,1.0,1.0,110454.46,0,1904,20.0,FranceMale,Y,1.0,20.0,2
7659,706,Spain,Female,53.0,3,0.0,3,0.0,0.0,88479.02,1,8,30.0,SpainFemale,N,0.0,90.0,17
7660,680,France,Male,31.0,10,113292.17,1,1.0,1.0,122639.73,0,2799,10.0,FranceMale,Y,1.0,10.0,1
7661,458,Spain,Male,36.0,5,0.0,2,1.0,0.0,79723.78,0,1801,10.0,SpainMale,N,0.0,20.0,15
7662,612,Germany,Male,44.0,2,115163.38,1,1.0,1.0,97677.52,1,99,20.0,GermanyMale,Y,1.0,20.0,9
7663,809,Germany,Male,50.0,10,118098.62,1,1.0,1.0,100720.02,1,391,30.0,GermanyMale,Y,1.0,30.0,10
